product_name,brands,target,image_url,nutriscore_grade
tablette m&m au chocolat au lait,M&M's,milk-chocolates,https://images.openfoodfacts.org/images/products/500/015/952/7422/front_fr.6.400.jpg,d
"Tablette de chocolat au Lait et Aux Noix De Macadamia Caramelisees, Dolfin",Dolfin,milk-chocolates,https://images.openfoodfacts.org/images/products/541/341/591/2700/front_fr.11.400.jpg,e
Mignonnettes Lait X120,Côte d'Or,milk-chocolates,https://images.openfoodfacts.org/images/products/762/220/000/7806/front_fr.9.400.jpg,e
Sint: Sint Op Paard Melk Zak 155 Gram (tonkey's),,milk-chocolates,https://images.openfoodfacts.org/images/products/541/190/107/6295/front_fr.3.400.jpg,e
Chocolat lait 40% Mexique,Chocolaterie Castelain,milk-chocolates,https://images.openfoodfacts.org/images/products/351/428/010/4664/front_fr.4.400.jpg,e
dairy milk chocolate bar oreo,Cadbury,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/035/7045/front_en.11.400.jpg,e
Mix de Noël,,milk-chocolates,https://images.openfoodfacts.org/images/products/871/460/101/0154/front_fr.10.400.jpg,e
"Pistachio, Hazelnut & Almond Milk Chocolate",Waitrose,milk-chocolates,https://images.openfoodfacts.org/images/products/500/016/923/6321/front_fr.11.400.jpg,e
Chocolat dessert lait,Artisans du Monde,milk-chocolates,https://images.openfoodfacts.org/images/products/341/388/002/2203/front_fr.3.400.jpg,e
Tandoori Masala - Barbeque spice blend,"Alpia,Asias findest food",milk-chocolates,https://images.openfoodfacts.org/images/products/501/768/968/5409/front_fr.12.400.jpg,e
Tentation,Aiguebelle,milk-chocolates,https://images.openfoodfacts.org/images/products/611/101/704/2489/front_en.29.400.jpg,e
Pepparkaka,Marabou,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/063/1534/front_en.30.400.jpg,e
Chocolat au Lait Bio,Kaoka,milk-chocolates,https://images.openfoodfacts.org/images/products/347/773/000/2302/front_fr.24.400.jpg,e
Chocolat au lait caramel et sel de Guérande,Le Chocolat des Français,milk-chocolates,https://images.openfoodfacts.org/images/products/370/119/880/0935/front_fr.10.400.jpg,e
Chocolats de Noël,Jacquot,milk-chocolates,https://images.openfoodfacts.org/images/products/301/549/701/4123/front_fr.24.400.jpg,e
Choklad Ljus,Ikea,milk-chocolates,https://images.openfoodfacts.org/images/products/140/293/925/0003/front_fr.18.400.jpg,e
Chocolat lait amande et crêpe dentelle,Café-Tasse,milk-chocolates,https://images.openfoodfacts.org/images/products/540/021/950/6709/front_fr.11.400.jpg,e
Chocolat Lait Gourmand bio,,milk-chocolates,https://images.openfoodfacts.org/images/products/326/605/254/3019/front_fr.12.400.jpg,e
Chocolat au lait décoré,,milk-chocolates,https://images.openfoodfacts.org/images/products/200/605/010/4901/front_fr.8.400.jpg,e
Chocolat de ménage  lait,Leader Price,milk-chocolates,https://images.openfoodfacts.org/images/products/326/385/219/0269/front_fr.3.400.jpg,e
Lindor,"Lindt, Lindt & Sprüngli",milk-chocolates,https://images.openfoodfacts.org/images/products/800/334/009/4458/front_de.17.400.jpg,e
Lindor Noisettes,Lindt,milk-chocolates,https://images.openfoodfacts.org/images/products/304/692/004/2802/front_fr.6.400.jpg,e
Chocoladeletter Melk,,milk-chocolates,https://images.openfoodfacts.org/images/products/871/052/411/6751/front_fr.3.400.jpg,e
Toblerone,Toblerone,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/041/8883/front_fr.4.400.jpg,e
Dessert lait,Cora,milk-chocolates,https://images.openfoodfacts.org/images/products/325/798/792/2178/front_fr.3.400.jpg,e
Mini tablette Chocolat Lait Caramel,Chocolaterie Castelain,milk-chocolates,https://images.openfoodfacts.org/images/products/351/428/010/4794/front_fr.3.400.jpg,e
Chocolat lait Lindt,Lindt,milk-chocolates,https://images.openfoodfacts.org/images/products/304/692/001/2751/front_fr.6.400.jpg,e
Chocolat au lait Noël,Le Comptoir De Mathilde,milk-chocolates,https://images.openfoodfacts.org/images/products/376/017/009/8807/front_fr.14.400.jpg,e
Choc'fleurs Chocolat au lait,Chocolat Guilleminot,milk-chocolates,https://images.openfoodfacts.org/images/products/376/018/974/1466/front_fr.4.400.jpg,e
Chocolat au lait suisse,Les Toques Blanches Du Monde,milk-chocolates,https://images.openfoodfacts.org/images/products/377/000/216/5454/front_fr.4.400.jpg,e
Chocolat Lait Milk Chocolate,Cemoi,milk-chocolates,https://images.openfoodfacts.org/images/products/317/328/221/9297/front_en.4.400.jpg,e
Chocolat lait fraize,Chocolat Bonnat,milk-chocolates,https://images.openfoodfacts.org/images/products/370/015/240/0754/front_fr.8.400.jpg,e
Choco Petit Beurre,Auchan,milk-chocolates,https://images.openfoodfacts.org/images/products/359/671/045/4952/front_fr.4.400.jpg,e
Milka - Au Lait du Pays Alpin,"Milka, Mondelez",milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/066/7410/front_fr.47.400.jpg,e
Smooth Belgian milk chocolate with hazelnuts,,milk-chocolates,https://images.openfoodfacts.org/images/products/203/554/689/9991/front_fr.12.400.jpg,e
Chocolat au Lait Alpin,Milka,milk-chocolates,https://images.openfoodfacts.org/images/products/762/220/000/8025/front_fr.16.400.jpg,e
Chocolat au lait extra-fin fourré lait,"Marque Repère, Tablette d'Or",milk-chocolates,https://images.openfoodfacts.org/images/products/356/470/061/7014/front_fr.12.400.jpg,e
"Chocolat au lait avec brownie, fudge, guimauve et biscuit",Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/871/853/784/8003/front_fr.3.400.jpg,e
Dairy Milk Big Taste Triple Choc,Cadbury,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/098/9604/front_en.11.400.jpg,e
Chocolat de ménage au lait,Bien vu,milk-chocolates,https://images.openfoodfacts.org/images/products/366/099/201/5016/front_fr.3.400.jpg,e
CHOCO’HOUSE,"Confiserie rohan, Rojhan",milk-chocolates,https://images.openfoodfacts.org/images/products/327/307/210/1082/front_fr.9.400.jpg,e
smooth belgian milk chocolate,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/207/866/759/9999/front_fr.4.400.jpg,e
Chocolat au lait,Said,milk-chocolates,https://images.openfoodfacts.org/images/products/619/400/540/0102/front_fr.11.400.jpg,e
Chocolat au lait mendiant myrtille,Terre de l'Alpe,milk-chocolates,https://images.openfoodfacts.org/images/products/376/016/598/8595/front_fr.4.400.jpg,e
LAIT Dessert,Auchan,milk-chocolates,https://images.openfoodfacts.org/images/products/324/567/804/6494/front_fr.24.400.jpg,e
Dolca Chocolate Con Leche,Nestlé,milk-chocolates,https://images.openfoodfacts.org/images/products/841/010/003/6601/front_fr.7.400.jpg,e
Chocolat au lait,Le Chocolat des Français,milk-chocolates,https://images.openfoodfacts.org/images/products/370/119/880/1086/front_fr.3.400.jpg,e
Chocolat au lait du pays alpin,"Milka, Mondelèz International",milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/020/0334/front_fr.8.400.jpg,e
Chocolat au lait 30%,Leonidas,milk-chocolates,https://images.openfoodfacts.org/images/products/542/000/632/0608/front_fr.4.400.jpg,e
Chocolat au Lait Des Alpes,Prado,milk-chocolates,https://images.openfoodfacts.org/images/products/317/328/221/7057/front_fr.4.400.jpg,e
Bonhomme de neige chocolat au lait,Réauté Chocolat,milk-chocolates,https://images.openfoodfacts.org/images/products/310/930/000/0004/front_fr.4.400.jpg,e
Caramélia,Valrhona,milk-chocolates,https://images.openfoodfacts.org/images/products/339/532/847/4419/front_fr.11.400.jpg,e
Chocolat au lait République Dominicaine,Chevaliers D’ Argouges,milk-chocolates,https://images.openfoodfacts.org/images/products/342/137/151/9392/front_fr.4.400.jpg,e
Semi sweet chocolate chips,HERSHEY'S,milk-chocolates,https://images.openfoodfacts.org/images/products/003/400/014/8301/front_en.34.400.jpg,e
Lettre S en Chocolat au lait,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/871/853/753/2551/front_fr.3.400.jpg,e
Chocolat Dégustation Lait Bio,Auchan,milk-chocolates,https://images.openfoodfacts.org/images/products/359/671/035/4696/front_fr.12.400.jpg,e
Chocolat lait dessert Cora,Cora,milk-chocolates,https://images.openfoodfacts.org/images/products/325/798/463/8683/front_fr.19.400.jpg,e
Coffret Puzzle Chat en Chocolat au Lait,KAP,milk-chocolates,https://images.openfoodfacts.org/images/products/370/084/352/1386/front_fr.4.400.jpg,e
Chocolat au lait,,milk-chocolates,https://images.openfoodfacts.org/images/products/337/007/758/5616/front_fr.3.400.jpg,e
Friture en Chocolat au Lait,,milk-chocolates,https://images.openfoodfacts.org/images/products/342/137/151/0214/front_fr.4.400.jpg,e
Chocolat au lait allégé en sucre,La Cure Gourmande,milk-chocolates,https://images.openfoodfacts.org/images/products/376/014/586/9845/front_fr.8.400.jpg,e
"Pistachio, Hazelnut & Almond Milk Chocolate",Waitrose,milk-chocolates,https://images.openfoodfacts.org/images/products/500/016/923/6321/front_fr.11.400.jpg,e
Dumle,Fazer,milk-chocolates,https://images.openfoodfacts.org/images/products/641/645/301/5739/front_fr.3.400.jpg,e
Smooth high Cocoa Milk Chocolate,Divine,milk-chocolates,https://images.openfoodfacts.org/images/products/501/739/700/2338/front_en.16.400.jpg,e
Poule chocolat au lait,Chevaliers d'Argouges,milk-chocolates,https://images.openfoodfacts.org/images/products/342/137/153/4135/front_fr.3.400.jpg,e
Milk chocolate with Peanuts & Caramel,Coop,milk-chocolates,https://images.openfoodfacts.org/images/products/500/012/866/6961/front_en.4.400.jpg,e
Mjölkchoklad Oreo Marabou,"Marabou, Mondelez, Oreo",milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/020/8101/front_sv.7.400.jpg,e
Tablette a casser,,milk-chocolates,https://images.openfoodfacts.org/images/products/326/605/991/7776/front_fr.3.400.jpg,e
Chocolat au Lait et aux noisettes entières,U,milk-chocolates,https://images.openfoodfacts.org/images/products/325/622/809/7620/front_fr.10.400.jpg,e
Crispy strawberry,Hamlet de Belgique,milk-chocolates,https://images.openfoodfacts.org/images/products/540/026/502/7180/front_fr.8.400.jpg,e
Milk chocolate,Nespresso,milk-chocolates,https://images.openfoodfacts.org/images/products/844/529/018/8175/front_fr.3.400.jpg,d
Chocolat lait supérieur,Leader Price,milk-chocolates,https://images.openfoodfacts.org/images/products/326/385/220/0166/front_fr.3.400.jpg,e
Milk chocolat,,milk-chocolates,https://images.openfoodfacts.org/images/products/871/330/581/4808/front_fr.9.400.jpg,e
Chocolat au lait,Abbaye de Bonneval,milk-chocolates,https://images.openfoodfacts.org/images/products/355/145/111/1120/front_fr.4.400.jpg,e
Chocolat lait perou 42%,Ethiquable,milk-chocolates,https://images.openfoodfacts.org/images/products/376/009/172/8302/front_fr.20.400.jpg,e
Chocolat Lait  coco & Riz soufflé,Villars,milk-chocolates,https://images.openfoodfacts.org/images/products/761/003/601/0800/front_en.31.400.jpg,e
Chocolat au Lait,Leader Price,milk-chocolates,https://images.openfoodfacts.org/images/products/326/385/220/1514/front_fr.30.400.jpg,e
Chocolat au lait - brisures de cookies,Comptoir du Cacao,milk-chocolates,https://images.openfoodfacts.org/images/products/376/007/899/7912/front_fr.3.400.jpg,e
Figurine chocolat au lait,,milk-chocolates,https://images.openfoodfacts.org/images/products/540/026/503/5536/front_fr.4.400.jpg,e
Chocolat au lait spéculoos,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/871/853/782/7336/front_fr.3.400.jpg,e
"Chocolat lait, biscuit amandes, éclats aman./nois. caramélisées",Monbana,milk-chocolates,https://images.openfoodfacts.org/images/products/347/434/110/1073/front_fr.3.400.jpg,e
Mexique Lait 42%,Comptoir du Cacao,milk-chocolates,https://images.openfoodfacts.org/images/products/376/007/899/8636/front_fr.4.400.jpg,e
Schokolade Merry Christmas,Heidel,milk-chocolates,https://images.openfoodfacts.org/images/products/400/644/600/1737/front_de.9.400.jpg,e
Chocolat au lait Chuncho Urusayhua Dark Milk,La Fèverie,milk-chocolates,https://images.openfoodfacts.org/images/products/376/031/226/0130/front_fr.3.400.jpg,e
Chocolat au lait,Le Chocolat des Français,milk-chocolates,https://images.openfoodfacts.org/images/products/377/000/530/6731/front_fr.4.400.jpg,e
Chocolat lait nature,,milk-chocolates,https://images.openfoodfacts.org/images/products/376/011/521/4507/front_fr.3.400.jpg,e
Chocolat lettre,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/201/008/159/9995/front_fr.4.400.jpg,e
Mini figurines,"Carrefour, Esprit de Fête",milk-chocolates,https://images.openfoodfacts.org/images/products/356/007/150/3222/front_fr.3.400.jpg,e
Lait Chocolat,Leader Price,milk-chocolates,https://images.openfoodfacts.org/images/products/326/385/220/1569/front_fr.3.400.jpg,e
Chocolat tablette noir violette,La Marchande de Violettes,milk-chocolates,https://images.openfoodfacts.org/images/products/376/014/853/2937/front_fr.12.400.jpg,e
L atelier,"Nestlé, Les recettes de l'Atelier",milk-chocolates,https://images.openfoodfacts.org/images/products/761/303/572/4358/front_fr.13.400.jpg,e
LAIT Extra fin,"Carrefour Sélection,Carrefour",milk-chocolates,https://images.openfoodfacts.org/images/products/356/007/101/6098/front_fr.4.400.jpg,e
Auchan alpes chocolat au lait extra fin 3x100g,Auchan,milk-chocolates,https://images.openfoodfacts.org/images/products/324/567/804/9518/front_fr.19.400.jpg,e
Tablette de chocolat lait fraise,Limouzi Saveurs,milk-chocolates,https://images.openfoodfacts.org/images/products/376/026/898/0441/front_fr.4.400.jpg,unknown
Friture au Chocolat au Lait,Monbana,milk-chocolates,https://images.openfoodfacts.org/images/products/347/434/002/1723/front_fr.6.400.jpg,e
Quality Street Matchmakers Zingy Orange,"Nestlé, Quality Street",milk-chocolates,https://images.openfoodfacts.org/images/products/761/303/619/3061/front_en.18.400.jpg,e
Chocolat au Lait Bio Fraises,Bovetti,milk-chocolates,https://images.openfoodfacts.org/images/products/350/194/042/2008/front_fr.4.400.jpg,e
Chocolat au Lait Bio,Kaoka,milk-chocolates,https://images.openfoodfacts.org/images/products/347/773/000/2302/front_fr.24.400.jpg,e
Degustation lait tournesol pavot et fleur de sel,Franprix,milk-chocolates,https://images.openfoodfacts.org/images/products/326/385/059/8517/front_fr.4.400.jpg,e
Villars,Villars,milk-chocolates,https://images.openfoodfacts.org/images/products/761/003/601/4013/front_fr.7.400.jpg,e
Cailler DLC - Branche L'originale,Cailler,milk-chocolates,https://images.openfoodfacts.org/images/products/000/007/610/1267/front_fr.34.400.jpg,e
Friture tout chocolat,Daniel Stoffel,milk-chocolates,https://images.openfoodfacts.org/images/products/336/727/999/8061/front_fr.4.400.jpg,e
Chocolat,Cora,milk-chocolates,https://images.openfoodfacts.org/images/products/325/798/792/2048/front_fr.3.400.jpg,e
Rayon,Cailler,milk-chocolates,https://images.openfoodfacts.org/images/products/761/303/108/5057/front_fr.50.400.jpg,unknown
Bio Vollmilch-Schokolade,Fairglobe,milk-chocolates,https://images.openfoodfacts.org/images/products/000/004/089/6250/front_de.55.400.jpg,e
Chocolat Lait Rhubarbe Quinoa,"Ethiquable, SCOP Ethiquable",milk-chocolates,https://images.openfoodfacts.org/images/products/376/009/172/9040/front_fr.35.400.jpg,e
Tablette chocolat lait praliné chouchou,L'Éclair de Génie,milk-chocolates,https://images.openfoodfacts.org/images/products/376/009/835/8724/front_fr.3.400.jpg,e
Chocolat au lait,Cachet,milk-chocolates,https://images.openfoodfacts.org/images/products/541/295/621/5066/front_fr.8.400.jpg,e
Les p'tits chocos,"Confiserie Rohan, Rohan",milk-chocolates,https://images.openfoodfacts.org/images/products/327/307/101/0118/front_fr.13.400.jpg,e
smooth belgian milk chocolate,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/207/866/759/9999/front_fr.4.400.jpg,e
Lait Côté d'Ivoire 36 %,Ile de Ré Chocolats,milk-chocolates,https://images.openfoodfacts.org/images/products/376/000/856/4795/front_fr.9.400.jpg,e
Lindt Swiss Gold Milk Raisin Hazelnut Chocolate Bar,Lindt,milk-chocolates,https://images.openfoodfacts.org/images/products/761/040/007/3738/front_fr.10.400.jpg,e
Chocolat Villars Lait Suisse à l'ancienne 100g,Villars,milk-chocolates,https://images.openfoodfacts.org/images/products/761/003/601/0305/front_fr.52.400.jpg,e
Chocolat pécan 40,Valrhona,milk-chocolates,https://images.openfoodfacts.org/images/products/339/532/847/4693/front_fr.3.400.jpg,e
Chocolat au lait,CEMOI,milk-chocolates,https://images.openfoodfacts.org/images/products/317/328/682/6705/front_fr.11.400.jpg,e
Chocolat dessert lait,Artisans du Monde,milk-chocolates,https://images.openfoodfacts.org/images/products/341/388/002/2203/front_fr.3.400.jpg,e
Chokladpengar I Nät 100G,Halloren,milk-chocolates,,e
Crème Moka,Feodora,milk-chocolates,https://images.openfoodfacts.org/images/products/400/032/300/1407/front_fr.5.400.jpg,unknown
Chocolat au lait,Naturéo,milk-chocolates,https://images.openfoodfacts.org/images/products/370/109/170/1919/front_fr.12.400.jpg,unknown
Chocolat lait bio & cardamome,,milk-chocolates,https://images.openfoodfacts.org/images/products/377/001/616/6188/front_fr.3.400.jpg,e
Chocolat fin lait 38%,"Menakao, Tsara",milk-chocolates,https://images.openfoodfacts.org/images/products/376/015/571/0328/front_fr.9.400.jpg,e
Chocolat au lait bio,,milk-chocolates,https://images.openfoodfacts.org/images/products/156/450/110/0410/front_fr.3.400.jpg,e
Cote 2x180g bloc lait noisette,Côte d'Or,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/061/6029/front_fr.8.400.jpg,e
Chocolat lait bio 45% & lavandin,Maison Bonange,milk-chocolates,https://images.openfoodfacts.org/images/products/377/001/616/6195/front_fr.7.400.jpg,e
Chocolat,Heidi,milk-chocolates,https://images.openfoodfacts.org/images/products/594/102/100/3630/front_en.16.400.jpg,e
Éclats de noix surfin,Orset,milk-chocolates,https://images.openfoodfacts.org/images/products/761/024/850/5903/front_fr.4.400.jpg,e
Lait chocolat 36%,Mazet,milk-chocolates,https://images.openfoodfacts.org/images/products/328/611/000/4719/front_fr.5.400.jpg,e
La Carte en Chocolat,Little Extra,milk-chocolates,https://images.openfoodfacts.org/images/products/200/108/510/6234/front_fr.4.400.jpg,e
Chocolat au lait décoré,U,milk-chocolates,https://images.openfoodfacts.org/images/products/325/622/574/1359/front_fr.13.400.jpg,e
Noir Lacté 60% Cacao,Dardenne,milk-chocolates,https://images.openfoodfacts.org/images/products/325/859/000/2424/front_fr.8.400.jpg,e
Chocolat Au lait,Maison Taillefer,milk-chocolates,https://images.openfoodfacts.org/images/products/356/488/402/6237/front_fr.3.400.jpg,e
"NESTLE L'ATELIER Chocolat au Lait, Cranberries, Amandes et Noisettes","Nestlé, Les recettes de l'atelier",milk-chocolates,https://images.openfoodfacts.org/images/products/761/303/438/9824/front_fr.38.400.jpg,e
Pepparkaka,Marabou,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/063/1534/front_en.30.400.jpg,e
Chocolat Lait Rhubarbe Quinoa,"Ethiquable, SCOP Ethiquable",milk-chocolates,https://images.openfoodfacts.org/images/products/376/009/172/9040/front_fr.35.400.jpg,e
Coeur de Lait,Auchan,milk-chocolates,https://images.openfoodfacts.org/images/products/359/671/035/0698/front_fr.26.400.jpg,e
Figurines Noël chocolat décorées,,milk-chocolates,https://images.openfoodfacts.org/images/products/000/002/005/5691/front_fr.4.400.jpg,e
Milk chocolate confetti letter,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/871/816/187/1569/front_fr.3.400.jpg,e
smooth belgian milk chocolate,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/207/866/759/9999/front_fr.4.400.jpg,e
Chocolate Couverture Milk,"Belbake, Lidl",milk-chocolates,https://images.openfoodfacts.org/images/products/000/002/015/8767/front_hr.42.400.jpg,e
Matinettes - Lait,Jacques,milk-chocolates,https://images.openfoodfacts.org/images/products/541/232/265/1009/front_en.35.400.jpg,e
Fondue Chocolat Lait Praliné,"Lindt, Lindt & Sprüngli",milk-chocolates,https://images.openfoodfacts.org/images/products/304/692/007/2328/front_fr.5.400.jpg,e
Merci Milk Chocolate Bar,Storck,milk-chocolates,https://images.openfoodfacts.org/images/products/401/440/091/4245/front_en.43.400.jpg,e
Tablette Galler Lait profond,"Galler, Galler Chocolatier",milk-chocolates,https://images.openfoodfacts.org/images/products/541/203/812/9120/front_fr.6.400.jpg,e
Chocolat au lait spéculoos,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/871/853/782/7336/front_fr.3.400.jpg,e
Matchmakers Gingerbread Flavour,"Nestlé, Quality Street",milk-chocolates,https://images.openfoodfacts.org/images/products/761/303/636/4539/front_en.22.400.jpg,e
Lait noix de cajou caramélisées (dont 15% offert),Bonneterre,milk-chocolates,https://images.openfoodfacts.org/images/products/339/641/122/9817/front_fr.4.400.jpg,e
Chocolat au lait supérieur,Belle France,milk-chocolates,https://images.openfoodfacts.org/images/products/325/856/106/0156/front_fr.5.400.jpg,e
Milch extra,Lindt,milk-chocolates,https://images.openfoodfacts.org/images/products/761/040/001/0016/front_en.61.400.jpg,e
"Chocolat lait, biscuit amandes, éclats aman./nois. caramélisées",Monbana,milk-chocolates,https://images.openfoodfacts.org/images/products/347/434/110/1073/front_fr.3.400.jpg,e
Mon Irrésistible,Weiss,milk-chocolates,https://images.openfoodfacts.org/images/products/359/518/191/8901/front_fr.4.400.jpg,e
Chocolat de ménage au lait,Bien vu,milk-chocolates,https://images.openfoodfacts.org/images/products/366/099/201/5016/front_fr.3.400.jpg,e
Chocolat au lait spéculoos et noisettes,Poulain,milk-chocolates,https://images.openfoodfacts.org/images/products/366/434/631/2547/front_fr.18.400.jpg,e
Chocolat Dessert Lait,Belle France,milk-chocolates,https://images.openfoodfacts.org/images/products/325/856/106/0439/front_fr.21.400.jpg,e
Tablette chocolat lait,Le Croquant Chattois,milk-chocolates,https://images.openfoodfacts.org/images/products/376/013/561/1690/front_fr.3.400.jpg,unknown
Chocolate con leche,,milk-chocolates,https://images.openfoodfacts.org/images/products/841/267/410/6247/front_fr.3.400.jpg,e
eine kleinigkeit für dich,Ritter Sport,milk-chocolates,https://images.openfoodfacts.org/images/products/000/004/209/4074/front_fr.4.400.jpg,e
Revillon Friture lait,Revillon,milk-chocolates,https://images.openfoodfacts.org/images/products/311/084/530/3543/front_fr.20.400.jpg,e
Chocolat à casser oreo,Le Comptoir de Mathilde,milk-chocolates,https://images.openfoodfacts.org/images/products/370/096/130/0054/front_fr.4.400.jpg,unknown
Chocolat lait degustation,"Belle France, Le réflexe Bio",milk-chocolates,https://images.openfoodfacts.org/images/products/325/856/106/0569/front_fr.49.400.jpg,e
Chocolat au Lait,La Vie Claire,milk-chocolates,https://images.openfoodfacts.org/images/products/326/619/110/4058/front_fr.16.400.jpg,e
Chocolat au lait au cœur praliné fondant,,milk-chocolates,https://images.openfoodfacts.org/images/products/000/000/438/7510/front_fr.3.400.jpg,unknown
"Tablette de chocolat au Lait et Aux Noix De Macadamia Caramelisees, Dolfin",Dolfin,milk-chocolates,https://images.openfoodfacts.org/images/products/541/341/591/2700/front_fr.11.400.jpg,e
Chocolat Lait,,milk-chocolates,https://images.openfoodfacts.org/images/products/376/009/836/4039/front_fr.3.400.jpg,e
Chocolat au lait et pépites citron vert,Orset,milk-chocolates,https://images.openfoodfacts.org/images/products/761/024/850/6702/front_fr.5.400.jpg,e
Chocolat au lait,Hema,milk-chocolates,https://images.openfoodfacts.org/images/products/872/035/400/6856/front_fr.11.400.jpg,unknown
Milk Chocolate au lait,Delhaize,milk-chocolates,https://images.openfoodfacts.org/images/products/540/060/100/0235/front_fr.10.400.jpg,e
Branche Classic,Coop,milk-chocolates,https://images.openfoodfacts.org/images/products/761/335/607/3111/front_fr.4.400.jpg,e
Chocolat au lait 60 pièces,Cailler,milk-chocolates,https://images.openfoodfacts.org/images/products/761/303/449/8984/front_fr.15.400.jpg,e
cacao S Milka 363-12 01:23 antes del: Ver arriba/,Milka,milk-chocolates,https://images.openfoodfacts.org/images/products/762/220/110/6621/front_es.3.400.jpg,e
Tablette Monsera,La Maison du Chocolat,milk-chocolates,https://images.openfoodfacts.org/images/products/370/084/010/0249/front_fr.9.400.jpg,e
Golden Pistachio Chocolate,"Vildiz Holding, Ülker",milk-chocolates,https://images.openfoodfacts.org/images/products/869/050/414/1952/front_de.5.400.jpg,e
Saveur orientale,Leader Price,milk-chocolates,https://images.openfoodfacts.org/images/products/326/385/220/6519/front_fr.5.400.jpg,e
Chocolat Mathilde Suçon Lait Smarties,Comptoir De Mathilde,milk-chocolates,https://images.openfoodfacts.org/images/products/376/017/009/4496/front_fr.19.400.jpg,e
Cailler DLC - Branche L'originale,Cailler,milk-chocolates,https://images.openfoodfacts.org/images/products/000/007/610/1267/front_fr.34.400.jpg,e
Chocolat au lait Recette n°11,+carré suisse,milk-chocolates,https://images.openfoodfacts.org/images/products/376/023/178/0061/front_fr.18.400.jpg,e
Tablette Monsera,La Maison du Chocolat,milk-chocolates,https://images.openfoodfacts.org/images/products/370/084/010/0249/front_fr.9.400.jpg,e
Mexique Lait 42%,Comptoir du Cacao,milk-chocolates,https://images.openfoodfacts.org/images/products/376/007/899/8636/front_fr.4.400.jpg,e
Milk caramel sweet popcorn,"Delhaize, Deli Cata",milk-chocolates,https://images.openfoodfacts.org/images/products/540/011/361/4616/front_fr.14.400.jpg,e
Edel-Vollmilchschokolade,Heidel,milk-chocolates,https://images.openfoodfacts.org/images/products/400/644/600/3915/front_de.24.400.jpg,e
Edel Vollmilch 37% Ecuador-Caribe,Vivani,milk-chocolates,https://images.openfoodfacts.org/images/products/404/488/900/0627/front_de.24.400.jpg,e
Chocolat lait amande caramel,milka,milk-chocolates,https://images.openfoodfacts.org/images/products/762/221/099/9016/front_en.13.400.jpg,e
M-budget Milchsch. Haselnuss&crispies,"M-budget, Migros",milk-chocolates,https://images.openfoodfacts.org/images/products/761/326/919/5368/front_fr.13.400.jpg,e
Chocolat au lait,Elite,milk-chocolates,https://images.openfoodfacts.org/images/products/729/011/056/4353/front_fr.3.400.jpg,e
Chocolat : lait au mais grillé et salé,Lapita,milk-chocolates,https://images.openfoodfacts.org/images/products/334/826/630/1316/front_fr.4.400.jpg,e
Chocolat au Lait du Pays Alpin,Cora,milk-chocolates,https://images.openfoodfacts.org/images/products/325/798/456/4999/front_fr.4.400.jpg,e
Gourmet Line Milk,La Chocolaterie de Provence,milk-chocolates,https://images.openfoodfacts.org/images/products/352/633/000/1489/front_fr.5.400.jpg,e
Chocolat au lait extra fin,Dulcinea,milk-chocolates,https://images.openfoodfacts.org/images/products/841/051/001/5524/front_fr.4.400.jpg,e
Lait et eclats d'amandes,Le Chocolat des Français,milk-chocolates,https://images.openfoodfacts.org/images/products/370/119/880/0638/front_fr.4.400.jpg,e
Chocolat au lait à la lavande,Chocolat Guilleminot,milk-chocolates,https://images.openfoodfacts.org/images/products/376/018/974/1916/front_fr.4.400.jpg,e
Chocolat au Lait 55%,"Bonnat, Chocolat Bonnat",milk-chocolates,https://images.openfoodfacts.org/images/products/370/015/240/0105/front_fr.17.400.jpg,e
Milk chocolate,Lidl,milk-chocolates,https://images.openfoodfacts.org/images/products/000/002/063/9327/front_cs.6.400.jpg,e
Cœur en Chocolat au Lait + Cœur praliné,,milk-chocolates,https://images.openfoodfacts.org/images/products/201/008/511/1964/front_fr.4.400.jpg,e
Chocolat Orange amère NewTree,NewTree,milk-chocolates,https://images.openfoodfacts.org/images/products/542/500/834/0166/front_fr.8.400.jpg,e
Lait Biscuits Speculoos,côte d'or,milk-chocolates,https://images.openfoodfacts.org/images/products/762/230/037/8455/front_fr.10.400.jpg,e
Chocolat lait extra fin,U,milk-chocolates,https://images.openfoodfacts.org/images/products/325/622/811/9629/front_fr.3.400.jpg,e
Chocolat lait bio & cardamome,,milk-chocolates,https://images.openfoodfacts.org/images/products/377/001/616/6188/front_fr.3.400.jpg,e
